date	title	artist	rank
4/15/2017	Can't Have Everything	Drake	97.00
4/15/2017	Do Not Disturb	Drake	86.00
4/15/2017	Everyday	Ariana Grande Featuring Future	94.00
4/15/2017	Get It Together	Drake Featuring Jorja Smith & Black Coffee	68.00
4/15/2017	Glow	Drake Featuring Kanye West	89.00
4/15/2017	Ice Melts	Drake Featuring Young Thug	85.00
4/15/2017	Jorja Interlude	Drake	83.00
4/15/2017	KMT	Drake Featuring Giggs	79.00
4/15/2017	Madiba Riddim	Drake	84.00
4/15/2017	No Long Talk	Drake Featuring Giggs	76.00
4/15/2017	Nothings Into Somethings	Drake	99.00
4/15/2017	Party Monster	The Weeknd	98.00
4/22/2017	Bad Things	Machine Gun Kelly x Camila Cabello	50.00
4/22/2017	Conscience	Kodak Black Featuring Future	93.00
4/22/2017	Heatstroke	"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande"	96.00
4/22/2017	Million Reasons	Lady Gaga	41.00
4/22/2017	Sacrifices	Drake Featuring 2 Chainz & Young Thug	89.00
4/22/2017	Speak To A Girl	Tim McGraw & Faith Hill	70.00
4/22/2017	The Heart Part 4	Kendrick Lamar	85.00
4/22/2017	Tin Man	Miranda Lambert	75.00
4/22/2017	Water Under The Bridge	Adele	47.00
4/29/2017	Bar At The End Of The World	Kenny Chesney	92.00
4/29/2017	Blem	Drake	84.00
4/29/2017	Don't Wanna Know	Maroon 5 Featuring Kendrick Lamar	46.00
4/29/2017	Draco	Future	83.00
4/29/2017	Fake Love	Drake	38.00
4/29/2017	Free Smoke	Drake	72.00
4/29/2017	How Far I'll Go	Alessia Cara	98.00
4/29/2017	Play That Song	Train	70.00
4/29/2017	Road Less Traveled	Lauren Alaina	77.00
4/29/2017	Starboy	The Weeknd Featuring Daft Punk	39.00
4/29/2017	Teenage Fever	Drake	91.00
4/29/2017	The One	The Chainsmokers	78.00
4/29/2017	Think A Little Less	Michael Ray	90.00
5/6/2017	Black SpiderMan	Logic Featuring Damian Lemar Hudson	87.00
5/6/2017	Blood.	Kendrick Lamar	54.00
5/6/2017	Dirt On My Boots	Jon Pardi	62.00
5/6/2017	Duckworth.	Kendrick Lamar	63.00
5/6/2017	Fast	Luke Bryan	85.00
5/13/2017	Deja Vu	J. Cole	100.00
5/13/2017	Fear.	Kendrick Lamar	91.00
5/13/2017	Feel.	Kendrick Lamar	69.00
5/13/2017	God.	Kendrick Lamar	96.00
5/13/2017	Green Light	Lorde	86.00
5/13/2017	Hard Times	Paramore	90.00
5/13/2017	How Far I'll Go	Auli'i Cravalho	89.00
5/13/2017	Lust For Life	Lana Del Rey Featuring The Weeknd	64.00
5/13/2017	Lust.	Kendrick Lamar	75.00
5/13/2017	Mercy	Shawn Mendes	48.00
5/13/2017	No Frauds	"Nicki Minaj, Drake & Lil Wayne"	95.00
5/13/2017	Pride.	Kendrick Lamar	71.00
5/13/2017	Still Got Time	Zayn Featuring PARTYNEXTDOOR	81.00
5/20/2017	Call On Me	Starley	97.00
5/20/2017	Can't Stop The Feeling!	Justin Timberlake	39.00
5/20/2017	First Time	Kygo & Ellie Goulding	67.00
5/20/2017	Party	Chris Brown Featuring Usher & Gucci Mane	80.00
5/20/2017	Selfish	Future Featuring Rihanna	95.00
5/20/2017	Sweet Creature	Harry Styles	93.00
5/20/2017	XXX.	Kendrick Lamar Featuring U2	79.00
5/20/2017	Yah.	Kendrick Lamar	89.00
5/20/2017	You're Welcome	Dwayne Johnson	99.00
5/27/2017	Down	Marian Hill	100.00
5/27/2017	Everybody	Logic	71.00
5/27/2017	Galway Girl	Ed Sheeran	94.00
5/27/2017	Moves	Big Sean	95.00
5/27/2017	The Night We Met	Lord Huron	91.00
6/3/2017	Both	Gucci Mane Featuring Drake	44.00
6/3/2017	Bounce Back	Big Sean	50.00
6/3/2017	Cake	Flo Rida & 99 Percent	96.00
6/3/2017	Ghost In This House	Lauren Duski	98.00
6/3/2017	Good Life	G-Eazy & Kehlani	90.00
6/3/2017	I Don't Wanna Live Forever (Fifty Shades Darker)	Zayn / Taylor Swift	48.00
6/3/2017	I Feel It Coming	The Weeknd Featuring Daft Punk	46.00
6/3/2017	Love On The Brain	Rihanna	43.00
6/3/2017	Prblms	6LACK	82.00
6/3/2017	The Weekend	Brantley Gilbert	69.00
6/3/2017	Yeah Boy	Kelsea Ballerini	84.00
6/10/2017	Any Ol' Barstool	Jason Aldean	100.00
6/10/2017	At My Best	Machine Gun Kelly Featuring Hailee Steinfeld	87.00
6/10/2017	Boy	Lee Brice	94.00
6/10/2017	Chained To The Rhythm	Katy Perry Featuring Skip Marley	86.00
6/10/2017	Deja Vu	Lauren Duski	43.00
6/10/2017	Either Way	Chris Stapleton	97.00
6/10/2017	Money On You	Chris Blue	66.00
6/10/2017	The Dance	Lauren Duski	92.00
6/17/2017	Don't Get Too High	Bryson Tiller	89.00
6/17/2017	Me Enamore	Shakira	83.00
6/17/2017	No Longer Friends	Bryson Tiller	98.00
6/17/2017	Paris	The Chainsmokers	46.00
6/17/2017	Run Me Dry	Bryson Tiller	91.00
6/17/2017	Self-Made	Bryson Tiller	85.00
6/17/2017	Somethin Tells Me	Bryson Tiller	74.00
6/17/2017	Strangers	Halsey Featuring Lauren Jauregui	100.00
6/17/2017	There For You	Martin Garrix x Troye Sivan	94.00
6/24/2017	Human	Rag'n'Bone Man	100.00
6/24/2017	Met Gala	Gucci Mane Featuring Offset	92.00
6/24/2017	Peek A Boo	Lil Yachty Featuring Migos	89.00
6/24/2017	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	49.00
6/24/2017	Scared To Be Lonely	Martin Garrix & Dua Lipa	95.00
7/1/2017	Black	Dierks Bentley	86.00
7/1/2017	Bon Appetit	Katy Perry Featuring Migos	85.00
7/1/2017	Gyalchester	Drake	98.00
7/1/2017	Hometown Girl	Josh Turner	96.00
7/1/2017	Swang	Rae Sremmurd	50.00
7/8/2017	First Day Out	Kodak Black	61.00
7/8/2017	Look At Me!	XXXTENTACION	60.00
7/8/2017	My Old Man	Zac Brown Band	88.00
7/8/2017	Nobody Else But You	Trey Songz	97.00
7/8/2017	Real Hitta	Plies Featuring Kodak Black	100.00
7/8/2017	Scars To Your Beautiful	Alessia Cara	45.00
7/15/2017	Cold	Maroon 5 Featuring Future	91.00
7/15/2017	Don't Quit	DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih	68.00
7/15/2017	Good Drank	2 Chainz x Gucci Mane x Quavo	97.00
7/15/2017	If I Told You	Darius Rucker	83.00
7/15/2017	On Everything	"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean"	88.00
7/15/2017	Shining	DJ Khaled Featuring Beyonce & JAY Z	98.00
7/15/2017	To The Max	DJ Khaled Featuring Drake	73.00
7/22/2017	Extra Luv	Future Featuring YG	99.00
7/22/2017	Goosebumps	Travis Scott	47.00
7/22/2017	How Not To	Dan + Shay	100.00
7/22/2017	Losin Control	Russ	95.00
7/22/2017	Portland	Drake Featuring Quavo & Travis Scott	90.00
7/22/2017	Sign Of The Times	Harry Styles	73.00
7/22/2017	T-Shirt	Migos	48.00
7/22/2017	Tunnel Vision	Kodak Black	55.00
7/22/2017	Who Dat Boy	"Tyler, The Creator"	87.00
7/29/2017	Bam	"JAY-Z Featuring Damian ""Jr. Gong"" Marely"	47.00
7/29/2017	Caught Their Eyes	JAY-Z Featuring Frank Ocean	63.00
7/29/2017	Family Feud	JAY-Z Featuring Beyonce	51.00
7/29/2017	Famous	21 Savage	94.00
7/29/2017	Get Low	Zedd & Liam Payne	91.00
7/29/2017	Hurricane	Luke Combs	50.00
7/29/2017	Kill Jay Z	JAY-Z	55.00
7/29/2017	Marcy Me	JAY-Z	90.00
7/29/2017	Moonlight	JAY-Z	86.00
7/29/2017	Slide	Calvin Harris Featuring Frank Ocean & Migos	45.00
7/29/2017	Smile	JAY-Z Featuring Gloria Carter	56.00
8/5/2017	24K Magic	Bruno Mars	50.00
8/5/2017	0.197222222	JAY-Z	61.00
8/5/2017	A Lie	French Montana Featuring The Weeknd & Max B	75.00
8/5/2017	Bad And Boujee	Migos Featuring Lil Uzi Vert	45.00
8/5/2017	Crying In The Club	Camila Cabello	73.00
8/5/2017	Element.	Kendrick Lamar	98.00
8/5/2017	Every Time I Hear That Song	Blake Shelton	85.00
8/5/2017	iSpy	KYLE Featuring Lil Yachty	46.00
8/5/2017	Jerika	Jake Paul & Erika Costell Featuring Uncle Kade	86.00
8/5/2017	Rollin	Calvin Harris Featuring Future & Khalid	97.00
8/5/2017	The Cure	Lady Gaga	87.00
8/5/2017	Weak	AJR	93.00
8/5/2017	Woman	Kesha Featuring The Dap-Kings Horns	96.00
8/12/2017	1942 Flows	Meek Mill	83.00
8/12/2017	Closer	The Chainsmokers Featuring Halsey	39.00
8/12/2017	F**k That Check Up	Meek Mill Featuring Lil Uzi Vert	97.00
8/12/2017	Heavy Heart	Meek Mill	99.00
8/12/2017	Imitadora	Romeo Santos	91.00
8/12/2017	In The End	Linkin Park	37.00
8/12/2017	Issues	Meek Mill	77.00
8/12/2017	Numb	Linkin Park	34.00
8/12/2017	The Fighter	Keith Urban Featuring Carrie Underwood	47.00
8/12/2017	The Story Of O.J.	JAY-Z	95.00
8/12/2017	We Ball	Meek Mill Featuring Young Thug	96.00
8/12/2017	Wins & Losses	Meek Mill	79.00
8/12/2017	Yours If You Want It	Rascal Flatts	87.00
8/19/2017	"God, Your Mama, And Me"	Florida Georgia Line Featuring Backstreet Boys	95.00
8/19/2017	Heavy	Linkin Park Featuring Kiiara	96.00
8/19/2017	Learn To Let Go	Kesha	97.00
8/19/2017	Passionfruit	Drake	81.00
8/19/2017	Rolex	Ayo & Teo	49.00
8/19/2017	Signs	Drake	100.00
8/19/2017	Subeme La Radio	"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul"	91.00
8/19/2017	Swalla	Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign	82.00
8/26/2017	Chillin' Like A Villain	"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope"	95.00
8/26/2017	Issues	Julia Michaels	44.00
8/26/2017	OMG	Camila Cabello Featuring Quavo	81.00
8/26/2017	What's My Name	"China Anne McClain, Thomas Doherty & Dylan Playfair"	85.00
8/26/2017	You Da Baddest	Future Featuring Nicki Minaj	87.00
9/2/2017	Bad Liar	Selena Gomez	83.00
9/2/2017	Craving You	Thomas Rhett Featuring Maren Morris	60.00
9/2/2017	El Amante	Nicky Jam	99.00
9/2/2017	First Day Out	Tee Grizzley	84.00
9/2/2017	In Case You Didn't Know	Brett Young	45.00
9/2/2017	It's Goin' Down	Descendants 2 Cast	96.00
9/2/2017	Malibu	Miley Cyrus	78.00
9/2/2017	Slippery	Migos Featuring Gucci Mane	46.00
9/2/2017	Something New	Wiz Khalifa Featuring Ty Dolla $ign	92.00
9/2/2017	Wokeuplikethis*	Playboi Carti Featuring Lil Uzi Vert	100.00
9/9/2017	2U	David Guetta Featuring Justin Bieber	73.00
9/9/2017	0.166666667	2 Chainz Featuring Travis Scott	95.00
9/9/2017	Castle On The Hill	Ed Sheeran	48.00
9/9/2017	Drowning	A Boogie Wit da Hoodie Featuring Kodak Black	46.00
9/9/2017	Everyday We Lit	YFN Lucci Featuring PnB Rock	43.00
9/9/2017	Flatliner	Cole Swindell	88.00
9/9/2017	For Her	Chris Lane	92.00
9/9/2017	Honest	The Chainsmokers	81.00
9/9/2017	Its Every Night Sis	RiceGum Featuring Alissa Violet	80.00
9/9/2017	Know No Better	"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"	99.00
9/9/2017	Now Or Never	Halsey	40.00
9/9/2017	Patty Cake	Kodak Black	93.00
9/9/2017	Perplexing Pegasus	Rae Sremmurd	91.00
9/9/2017	Privacy	Chris Brown	97.00
9/9/2017	Untouchable	YoungBoy Never Broke Again	96.00
9/9/2017	You Look Good	Lady Antebellum	62.00
9/9/2017	Younger Now	Miley Cyrus	79.00
9/16/2017	Carry On	XXXTENTACION	95.00
9/16/2017	Depression & Obsession	XXXTENTACION	91.00
9/16/2017	DNA.	Kendrick Lamar	63.00
9/16/2017	Down	Fifth Harmony Featuring Gucci Mane	99.00
9/16/2017	For Real	Lil Uzi Vert	82.00
9/16/2017	It Ain't Me	Kygo x Selena Gomez	44.00
9/16/2017	No Sleep Leak	Lil Uzi Vert	90.00
9/16/2017	Save Me	XXXTENTACION	94.00
9/16/2017	Two	Lil Uzi Vert	80.00
9/16/2017	UnFazed	Lil Uzi Vert Featuring The Weeknd	84.00
9/23/2017	Dark Queen	Lil Uzi Vert	91.00
9/23/2017	Most Girls	Hailee Steinfeld	88.00
9/23/2017	My Girl	Dylan Scott	87.00
9/23/2017	Neon Guts	Lil Uzi Vert Featuring Pharrell Williams	94.00
9/23/2017	No Fear	DeJ Loaf	100.00
9/23/2017	Reminder	The Weeknd	99.00
9/23/2017	Revenge	XXXTENTACION	96.00
9/23/2017	Somebody Else Will	Justin Moore	98.00
9/23/2017	X	Lil Uzi Vert	93.00
9/30/2017	444+222	Lil Uzi Vert	100.00
9/30/2017	Found You	Kane Brown	80.00
9/30/2017	Magnolia	Playboi Carti	63.00
9/30/2017	Swish Swish	Katy Perry Featuring Nicki Minaj	92.00
9/30/2017	Versace On The Floor	Bruno Mars	83.00
10/7/2017	Drinkin' Problem	Midland	93.00
10/7/2017	Everybody Dies In Their Nightmares	XXXTENTACION	96.00
10/7/2017	Homemade Dynamite	"Lorde Featuring Khalid, Post Malone & SZA"	92.00
10/7/2017	Mask Off	Future	48.00
10/7/2017	No Complaints	Metro Boomin Featuring Offset & Drake	100.00
10/7/2017	These Heaux	Bhad Bhabie	98.00
10/14/2017	Back To You	Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals	88.00
10/14/2017	Felices Los 4	Maluma	80.00
10/14/2017	Fetish	Selena Gomez Featuring Gucci Mane	96.00
10/14/2017	I'm The One	"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"	42.00
10/14/2017	Stay	Zedd & Alessia Cara	47.00
10/14/2017	Wish I Knew You	The Revivalists	99.00
10/21/2017	Beast Mode	A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again	86.00
10/21/2017	Hi Bich	Bhad Bhabie	68.00
10/21/2017	It Ain't My Fault	Brothers Osborne	88.00
10/21/2017	No Such Thing As A Broken Heart	Old Dominion	92.00
10/21/2017	Redbone	Childish Gambino	50.00
10/21/2017	Undefeated	A Boogie Wit da Hoodie Featuring 21 Savage	84.00
10/21/2017	Whatever You Need	Meek Mill Featuring Chris Brown & Ty Dolla $ign	100.00
10/28/2017	Almost Like Praying	Lin-Manuel Miranda Featuring Artists For Puerto Rico	20.00
10/28/2017	Dear Hate	Maren Morris Featuring Vince Gill	91.00
10/28/2017	DNA	BTS	98.00
10/28/2017	Loyalty.	Kendrick Lamar Featuring Rihanna	48.00
10/28/2017	No Promises	A Boogie Wit da Hoodie	93.00
10/28/2017	Say A'	A Boogie Wit da Hoodie	94.00
11/4/2017	Curve	Gucci Mane Featuring The Weeknd	71.00
11/4/2017	Do I Make You Wanna	Billy Currington	100.00
11/4/2017	Feels	"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"	94.00
11/4/2017	No Promises	Cheat Codes Featuring Demi Lovato	49.00
11/4/2017	Say You Won't Let Go	James Arthur	46.00
11/4/2017	Small Town Boy	Dustin Lynch	53.00
11/4/2017	Stunting Ain't Nuthin	Gucci Mane Featuring Slim Jxmmi & Young Dolph	95.00
11/4/2017	They Don't Know	Jason Aldean	99.00
11/11/2017	4 Da Gang	Future	92.00
11/11/2017	All Da Smoke	Future & Young Thug	77.00
11/11/2017	Bedroom Floor	Liam Payne	98.00
11/11/2017	Butterfly Effect	Travis Scott	53.00
11/11/2017	Escapate Conmigo	Wisin Featuring Ozuna	76.00
11/11/2017	Feed Me Dope	Future	68.00
11/11/2017	Friends	Justin Bieber + BloodPop	94.00
11/11/2017	It's A Vibe	"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"	79.00
11/11/2017	Love Galore	SZA Featuring Travis Scott	48.00
11/11/2017	No Cap	Future & Young Thug	62.00
11/11/2017	Three	Future & Young Thug	100.00
11/18/2017	All The Pretty Girls	Kenny Chesney	97.00
11/18/2017	B.E.D.	Jacquees	93.00
11/18/2017	Heartache On The Dance Floor	Jon Pardi	92.00
11/18/2017	High End	Chris Brown Featuring Future & Young Thug	100.00
11/18/2017	Location	Khalid	48.00
11/18/2017	More Girls Like You	Kip Moore	99.00
11/18/2017	Too Hotty	"Quavo, Takeoff & Offset"	96.00
11/25/2017	Body Like A Back Road	Sam Hunt	49.00
11/25/2017	Mad Stalkers	"21 Savage, Offset & Metro Boomin"	99.00
11/25/2017	My Choppa Hate N****s	21 Savage & Metro Boomin	73.00
11/25/2017	Nightmare	Offset & Metro Boomin	100.00
11/25/2017	Pray	Sam Smith Featuring Logic	82.00
11/25/2017	Wild Thoughts	DJ Khaled Featuring Rihanna & Bryson Tiller	48.00
12/2/2017	Call It What You Want	Taylor Swift	73.00
12/2/2017	Crew	GoldLink Featuring Brent Faiyaz & Shy Glizzy	50.00
12/2/2017	Gorgeous	Taylor Swift	89.00
12/2/2017	Patek Water	Future & Young Thug Featuring Offset	100.00
12/2/2017	Rap Saved Me	"21 Savage, Offset & Metro Boomin Featuring Quavo"	88.00
12/2/2017	Smooth	Florida Georgia Line	92.00
12/2/2017	Something Just Like This	The Chainsmokers & Coldplay	49.00
12/2/2017	The Plan	G-Eazy	96.00
12/2/2017	What Ifs	Kane Brown Featuring Lauren Alaina	43.00
12/2/2017	XO TOUR Llif3	Lil Uzi Vert	48.00
12/9/2017	Awful Things	Lil Peep	79.00
12/9/2017	Every Little Thing	Carly Pearce	84.00
12/9/2017	Glorious	Macklemore Featuring Skylar Grey	93.00
12/9/2017	Questions	Chris Brown	94.00
12/9/2017	Relationship	Young Thug Featuring Future	81.00
12/9/2017	The Rest Of Our Life	Tim McGraw & Faith Hill	98.00
12/16/2017	Do Re Mi	Blackbear	44.00
12/16/2017	Fix A Drink	Chris Janson	90.00
12/16/2017	Go Flex	Post Malone	95.00
12/16/2017	It's Everyday Bro	Jake Paul Featuring Team 10	91.00
12/16/2017	Perro Fiel	Shakira Featuring Nicky Jam	100.00
12/16/2017	Praying	Kesha	35.00
12/16/2017	Rake It Up	Yo Gotti Featuring Nicki Minaj	34.00
12/16/2017	Slow Hands	Niall Horan	50.00
12/16/2017	Strip That Down	Liam Payne Featuring Quavo	41.00
12/16/2017	Total Eclipse Of The Heart	Chloe Kohanski	99.00
12/23/2017	Ask Me How I Know	Garth Brooks	94.00
12/23/2017	Bella y Sensual	Romeo Santos Featuring Nicky Jam & Daddy Yankee	95.00
12/23/2017	Congratulations	Post Malone Featuring Quavo	49.00
12/23/2017	Love So Soft	Kelly Clarkson	79.00
12/23/2017	Sauce It Up	Lil Uzi Vert	100.00
12/23/2017	Transportin'	Kodak Black	92.00
12/30/2017	Danger	Migos & Marshmello	82.00
12/30/2017	Faking It	Calvin Harris Featuring Kehlani & Lil Yachty	100.00
12/30/2017	Ghostface Killers	"21 Savage, Offset & Metro Boomin Featuring Travis Scott"	90.00
12/30/2017	Go Legend	Big Sean & Metro Boomin Featuring Travis Scott	67.00
12/30/2017	Humble.	Kendrick Lamar	47.00
12/30/2017	Jocelyn Flores	XXXTENTACION	98.00
12/30/2017	Last Christmas	Wham!	44.00
12/30/2017	Pull Up N Wreck	Big Sean & Metro Boomin Featuring 21 Savage	80.00
12/30/2017	There's Nothing Holdin' Me Back	Shawn Mendes	48.00
12/30/2017	Unforgettable	Thomas Rhett	71.00
12/30/2017	Untouchable	Eminem	86.00
12/30/2017	When It Rains It Pours	Luke Combs	68.00
1/6/2018	A Holly Jolly Christmas	Burl Ives	46.00
1/6/2018	All I Want For Christmas Is You	Mariah Carey	13.00
1/6/2018	Black & Chinese	Huncho Jack	71.00
1/6/2018	Dubai Shit	Huncho Jack Featuring Offset	83.00
1/6/2018	Eye 2 Eye	Huncho Jack Featuring Takeoff	65.00
1/6/2018	Huncho Jack	Huncho Jack	87.00
1/6/2018	It's The Most Wonderful Time Of The Year	Andy Williams	38.00
1/6/2018	Modern Slavery	Huncho Jack	68.00
1/6/2018	Motorcycle Patches	Huncho Jack	90.00
1/6/2018	Rockin' Around The Christmas Tree	Brenda Lee	36.00
1/6/2018	Saint	Huncho Jack	92.00
1/6/2018	The Christmas Song (Merry Christmas To You)	Nat King Cole	42.00
1/6/2018	The Race	Tay-K	64.00
1/6/2018	Thunder/Young Dumb & Broke (Medley)	Imagine Dragons + Khalid	69.00
1/6/2018	Walk On Water	Eminem Featuring Beyonce	93.00
1/13/2018	Dusk Till Dawn	Zayn Featuring Sia	94.00
1/13/2018	F**k Love	XXXTENTACION Featuring Trippie Redd	98.00
1/13/2018	Light It Up	Luke Bryan	69.00
1/13/2018	Look What You Made Me Do	Taylor Swift	55.00
1/13/2018	Wanted You	NAV Featuring Lil Uzi Vert	97.00
1/13/2018	What About Us	P!nk	43.00
1/20/2018	Despacito	Luis Fonsi & Daddy Yankee Featuring Justin Bieber	34.00
1/20/2018	Home	"Machine Gun Kelly, X Ambassadors & Bebe Rexha"	97.00
1/20/2018	I Could Use A Love Song	Maren Morris	56.00
1/20/2018	I Miss You	Clean Bandit Featuring Julia Michaels	92.00
1/20/2018	Juice	Yo Gotti	100.00
1/20/2018	That's What I Like	Bruno Mars	38.00
1/20/2018	Too Much To Ask	Niall Horan	93.00
